cell,UMAP1,UMAP2,Exhaustion,Stemness,Terminality,Cytotoxicity,Proliferation,ChromatinFixation
ref_00905,2.6776,3.0188,0.9847,0.0169,0.8406,0.1795,0.1223,0.8487
ref_00906,2.249,2.4152,0.961,0.0366,0.8165,0.1134,0.1379,0.7606
ref_00907,4.0885,2.5256,0.9159,0.0591,0.9359,0.2966,0.1544,0.8684
ref_00908,3.3356,2.6827,0.9268,0.0787,0.8712,0.2932,0.124,0.8385
ref_00909,4.0295,3.0196,0.9055,0.0591,1.0,0.3282,0.1517,0.8983
ref_00910,3.2871,2.2712,0.875,0.072,0.8331,0.191,0.1386,0.878
ref_00911,3.3424,2.0454,0.8821,0.109,0.8748,0.3555,0.134,0.783
ref_00912,3.3825,2.581,0.9271,0.108,0.8828,0.2994,0.1654,0.8959
ref_00913,3.9397,3.2487,0.9509,0.0876,0.9308,0.3209,0.2095,0.8691
ref_00914,2.6359,2.4761,0.861,0.1019,0.8558,0.2075,0.1602,0.7953
ref_00915,4.0755,3.0307,0.9608,0.0549,0.9291,0.2356,0.1922,0.9222
ref_00916,4.5258,2.86,0.9255,0.0244,0.9763,0.2428,0.1475,0.9126
ref_00917,3.884,2.6282,0.9339,0.0604,0.9787,0.3201,0.1885,0.9303
ref_00918,4.3623,2.9092,0.8956,0.0575,0.9334,0.3168,0.1642,0.92
ref_00919,3.9288,2.935,0.9568,0.0487,0.9078,0.2117,0.1981,0.828
ref_00920,3.0892,1.9538,0.9053,0.0468,0.84,0.2549,0.1714,0.8628
ref_00921,3.2984,2.455,0.921,0.0668,0.8367,0.1212,0.1574,0.7925
ref_00922,2.9225,2.6632,0.952,0.0335,0.8751,0.266,0.1479,0.9402
ref_00923,3.2173,2.6049,0.926,0.0828,0.8663,0.144,0.1347,0.8438
ref_00924,3.3782,2.8695,0.9183,0.056,0.9036,0.3357,0.1491,0.9127
ref_00925,4.8361,2.2787,0.9353,0.0729,0.9824,0.256,0.2021,0.9452
ref_00926,3.5085,2.7908,0.9167,0.086,0.9373,0.3202,0.1517,0.8253
ref_00927,3.4652,2.3912,0.8718,0.0461,0.8337,0.2701,0.1736,0.9892
ref_00928,3.6215,2.5749,0.9055,0.0664,0.8907,0.3545,0.1989,0.8148
ref_00929,3.9303,1.8518,0.8816,0.0704,0.876,0.3732,0.2151,0.8861
ref_00930,2.6784,2.3001,0.885,0.052,0.8627,0.3579,0.1191,0.8739
ref_00931,3.3913,2.0643,0.9369,0.0629,0.9422,0.2067,0.1192,0.9192
ref_00932,4.1679,2.444,0.9025,0.0316,0.9595,0.2935,0.1394,0.8984
ref_00933,4.2305,2.4662,0.9063,0.0545,0.9208,0.2912,0.2017,0.8613
ref_00934,3.8045,2.6514,0.9035,0.0813,0.882,0.233,0.1431,0.9152
ref_00935,3.4587,1.9273,0.8885,0.0336,0.9393,0.2131,0.1794,0.8675
ref_00936,3.2838,2.7987,0.9369,0.0565,0.9097,0.3624,0.1767,0.8482
ref_00937,3.3206,2.401,0.9553,0.0599,0.8582,0.2109,0.1599,0.776
ref_00938,3.1136,2.6951,0.868,0.065,0.9121,0.3294,0.2077,0.8286
ref_00939,3.3233,2.6814,0.9525,0.0209,0.8632,0.294,0.1523,0.8399
ref_00940,3.8006,2.168,0.9273,0.045,0.8937,0.2513,0.2145,0.8664
ref_00941,3.5482,1.9474,0.8216,0.0517,0.9223,0.3443,0.1654,0.8994
ref_00942,3.7178,3.0461,0.9355,0.0811,0.9299,0.2278,0.2038,0.861
ref_00943,3.8093,2.9853,0.949,0.0325,0.9717,0.2822,0.2476,0.8319
ref_00944,3.1522,1.7453,0.8853,0.0718,0.9061,0.2836,0.1417,0.8018
ref_00945,2.5217,2.0806,0.9452,0.0844,0.8215,0.3134,0.1976,0.8893
ref_00946,3.8036,2.8579,0.9406,0.0311,0.9511,0.2585,0.1474,0.8438
ref_00947,3.402,3.0363,0.9501,0.0858,0.8622,0.265,0.1093,0.8658
ref_00948,2.9893,2.4203,0.9281,0.0614,0.8494,0.3032,0.1447,0.8733
ref_00949,4.3833,2.2471,0.8747,0.0517,0.9364,0.3414,0.1987,0.9918
ref_00950,4.2152,2.6693,0.9131,0.0558,0.916,0.2392,0.1618,0.9377
ref_00951,3.4779,2.3708,0.898,0.0791,0.9207,0.3098,0.2213,0.8563
ref_00952,3.1974,2.37,0.9066,0.0394,0.9019,0.3132,0.1222,0.9004
ref_00953,3.3014,2.7205,0.9008,0.0972,0.9089,0.3222,0.1675,0.8624
ref_00954,3.894,1.9581,0.8782,0.0615,0.9607,0.2246,0.195,0.8524
ref_00955,3.7671,3.213,0.9363,0.0473,0.9641,0.2336,0.1702,0.95
ref_00956,3.4019,2.8837,0.9305,0.0781,0.8771,0.2838,0.1558,0.8615
ref_00957,4.4741,2.689,0.9662,0.0633,0.9979,0.295,0.2155,0.9788
ref_00958,4.2997,3.2926,0.9602,0.0222,0.9559,0.3357,0.0987,0.9063
ref_00959,3.509,2.5796,0.9754,0.0676,0.8992,0.2503,0.2003,0.8912
ref_00960,3.3141,2.9225,0.9603,0.0332,0.8685,0.3345,0.1076,0.8719
ref_00961,4.1979,2.6839,0.9536,0.0046,0.9114,0.2032,0.1727,0.9629
ref_00962,3.8487,3.0361,0.9174,0.0904,0.8754,0.2249,0.2104,0.8907
ref_00963,4.0609,2.6412,0.8615,0.0613,0.9049,0.27,0.1439,0.9036
ref_00964,3.4402,2.7219,0.9691,0.1024,0.8782,0.2547,0.1703,0.8921
ref_00965,4.0221,2.5583,0.9206,0.0348,0.8924,0.1936,0.1802,0.8673
ref_00966,3.3539,2.766,0.9396,0.0673,0.9283,0.1964,0.1864,0.8185
ref_00967,4.0964,1.7128,0.8615,0.0678,0.9284,0.2746,0.1349,0.8754
ref_00968,3.1726,2.5441,0.9179,0.0973,0.8316,0.221,0.1745,0.7689
ref_00969,3.3722,2.5682,0.9403,0.0523,0.928,0.271,0.1404,0.8232
ref_00970,3.1449,2.5867,0.9079,0.0639,0.9151,0.2474,0.2267,0.8608
ref_00971,3.437,1.9381,0.8275,0.0318,0.9024,0.1797,0.1432,0.7945
ref_00972,3.6235,2.6681,0.9339,0.0418,0.8899,0.2374,0.2085,0.864
ref_00973,3.1339,2.465,0.983,0.0501,0.8831,0.3351,0.1776,0.8688
ref_00974,3.769,2.3325,0.943,0.0777,0.9559,0.3487,0.1602,0.863
ref_00975,4.1292,2.8911,0.936,0.038,0.9521,0.2349,0.1134,0.9586
ref_00976,3.2968,3.0355,0.9358,0.0411,0.8983,0.2792,0.1345,0.908
ref_00977,3.6854,2.2763,0.9625,0.054,0.974,0.1877,0.1381,0.9005
ref_00978,3.5611,3.3096,0.9664,0.0769,0.8636,0.2511,0.1723,0.8272
ref_00979,4.1677,3.4088,0.9765,0.0228,0.9251,0.2851,0.1458,0.9105
ref_00980,3.1469,3.3379,0.9684,0.0815,0.9056,0.215,0.1711,0.9552
ref_00981,4.4099,2.2995,0.9652,0.0921,0.9519,0.2698,0.1668,0.8394
ref_00982,3.3557,3.152,0.9435,0.0926,0.8651,0.3085,0.175,0.8923
ref_00983,3.7995,3.3016,0.9696,0.1057,0.8741,0.371,0.1993,0.9092
ref_00984,3.3099,2.5594,0.9216,0.026,0.9008,0.2989,0.185,0.8493
ref_00985,4.4209,3.1302,0.9482,0.0063,0.9599,0.311,0.1493,0.894
ref_00986,3.7595,2.8486,0.9839,0.0348,0.9615,0.2954,0.151,0.9335
ref_00987,2.5878,2.4853,0.9178,0.0669,0.7713,0.3297,0.1187,0.8036
ref_00988,4.1486,2.9654,0.9006,0.044,0.948,0.2156,0.1627,0.9103
ref_00989,3.4823,3.3408,0.9671,0.0818,0.8643,0.4087,0.1922,0.8529
ref_00990,3.5616,2.5853,0.9139,0.0943,0.8949,0.3408,0.1559,0.867
ref_00991,4.0832,2.9925,0.9682,0.0311,0.9411,0.277,0.1735,0.9199
ref_00992,2.846,2.6649,0.8785,0.1017,0.7922,0.2511,0.1882,0.8597
ref_00993,3.9932,2.7464,0.92,0.0627,0.9756,0.2352,0.1393,0.9043
ref_00994,4.2681,2.4896,0.9842,0.0264,0.9453,0.3457,0.1888,0.8321
ref_00995,3.4767,2.7966,0.9813,0.0307,0.925,0.2274,0.2148,0.9394
ref_00996,4.317,2.8961,0.9296,0.044,0.9781,0.3344,0.1897,0.9045
ref_00997,3.9358,2.5988,0.913,0.067,0.9108,0.2499,0.1979,0.9727
ref_00998,4.2083,1.9256,0.9193,0.0249,0.9256,0.3052,0.1082,0.8294
ref_00999,4.2584,2.1498,0.9227,0.0333,0.9123,0.3359,0.2005,0.8418
ref_01000,2.5394,1.6205,0.8671,0.103,0.8464,0.3454,0.1686,0.9379
ref_01001,3.8146,2.0707,0.8813,0.0791,0.8727,0.2908,0.1405,0.8227
ref_01002,4.115,2.4465,0.946,0.0506,0.9049,0.3204,0.1594,0.9617
ref_01003,4.4677,2.2988,0.9023,0.0649,0.9374,0.2611,0.1642,0.8591
ref_01004,3.2374,2.2605,0.9102,0.054,0.8644,0.2071,0.157,0.8202
ref_01005,3.6904,2.7436,0.9489,0.0368,0.9428,0.2412,0.1949,0.9112
ref_01006,3.1393,3.4176,0.9714,0.0744,0.9026,0.2694,0.2234,0.8272
ref_01007,3.5277,2.1726,0.9007,0.0756,0.9141,0.2228,0.1786,0.8985
ref_01008,3.5099,2.3562,0.9387,0.0621,0.859,0.2375,0.1794,0.951
ref_01009,2.7681,1.8617,0.8797,0.073,0.8249,0.2228,0.1365,0.8922
ref_01010,3.7686,1.8282,0.8877,0.0478,0.8545,0.2334,0.1809,0.8895
ref_01011,3.4426,2.8299,0.9184,0.035,0.8922,0.3032,0.1812,0.9245
ref_01012,3.2084,2.7823,0.9231,0.0128,0.8424,0.2514,0.1611,0.8205
ref_01013,4.0017,2.8138,0.9291,0.0504,0.8989,0.2878,0.1385,0.8965
ref_01014,3.1004,2.3419,0.9074,0.072,0.8748,0.2501,0.1511,0.8322
ref_01015,2.8883,2.4447,0.8177,0.0967,0.8811,0.4074,0.2382,0.8176
ref_01016,2.9317,2.1942,0.9618,0.0773,0.8378,0.3442,0.1692,0.7666
ref_01017,3.7248,1.8756,0.8971,0.0876,0.8856,0.243,0.0922,0.8799
ref_01018,4.7956,2.4828,0.909,0.0187,0.9901,0.3251,0.1535,0.8976
ref_01019,4.7695,2.4988,0.9045,0.0462,0.9891,0.211,0.1274,0.9257
ref_01020,4.3758,2.2082,0.8765,0.0601,0.9662,0.3706,0.1967,0.9039
ref_01021,3.4728,3.131,0.9586,0.0578,0.9438,0.2773,0.1564,0.8781
ref_01022,3.5473,1.8462,0.8798,0.1065,0.8732,0.3366,0.2135,0.8555
ref_01023,2.8807,2.4279,0.9145,0.0466,0.875,0.272,0.1686,0.8616
ref_01024,2.5781,2.3894,0.8918,0.0841,0.8451,0.2446,0.1701,0.8211
ref_01025,4.0521,2.7866,0.9088,0.0748,0.9344,0.3238,0.2,0.8374
ref_01026,3.7541,2.3773,0.9455,0.0433,0.9637,0.3362,0.191,0.8837
ref_01027,3.694,2.6974,0.9167,0.0612,0.8653,0.2769,0.1769,0.8391
ref_01028,3.8988,2.6746,0.9453,0.0086,0.9633,0.2093,0.1425,0.9079
ref_01029,3.9173,1.8461,0.9016,0.1008,0.8715,0.1901,0.1135,0.9506
ref_01030,3.3068,2.3043,0.9102,0.0735,0.8429,0.196,0.1676,0.899
ref_01031,4.0349,2.7371,0.8567,0.0661,0.9226,0.3458,0.2036,0.8065
ref_01032,2.9863,2.1495,0.8771,0.0472,0.8686,0.2828,0.1499,0.9161
ref_01033,3.643,2.4638,0.9561,0.0475,0.8506,0.2327,0.146,0.8981
ref_01034,3.2221,2.0032,0.9332,0.088,0.8286,0.27,0.1465,0.908
ref_01035,3.99,2.0472,0.8807,0.0738,0.9474,0.3198,0.1631,0.8438
ref_01036,3.2117,1.7361,0.8812,0.0432,0.8779,0.2856,0.1391,0.8597
ref_01037,4.1104,2.4719,0.9083,0.1005,0.8966,0.3037,0.1579,0.8575
ref_01038,4.3041,2.7371,0.9272,0.0575,0.9117,0.2724,0.157,0.8995
ref_01039,3.6266,2.8484,0.8903,0.0827,0.9357,0.2622,0.1804,0.8452
ref_01040,4.3646,1.9015,0.8926,0.0521,0.9408,0.3531,0.1975,0.8434
ref_01041,3.6767,2.4837,0.942,0.0728,0.9185,0.3229,0.1827,0.8573
ref_01042,3.9691,2.696,0.9563,0.0133,0.9301,0.1859,0.0864,0.9043
ref_01043,3.7275,2.7213,0.9743,0.0265,0.9519,0.1551,0.1361,0.8176
ref_01044,3.683,2.3853,0.9697,0.0353,0.9605,0.2141,0.1489,0.8749
ref_01045,3.7258,2.389,0.9179,0.0643,0.9157,0.2205,0.068,0.8316
ref_01046,3.7079,2.6073,0.9286,0.053,0.8682,0.2299,0.1837,0.8574
ref_01047,3.5464,2.2677,0.915,0.0429,0.9191,0.3121,0.1412,0.9516
ref_01048,3.8545,2.8857,0.8967,0.0718,0.904,0.2183,0.0741,0.8933
ref_01049,4.3601,1.9202,0.8935,0.054,0.9246,0.3098,0.1882,0.8898
ref_01050,3.514,2.1934,0.8459,0.0765,0.8964,0.3056,0.1513,0.803
ref_01051,3.2872,1.7828,0.8542,0.0369,0.9257,0.2727,0.155,0.8364
ref_01052,3.9482,3.0334,1.0,0.0216,0.882,0.2659,0.1757,0.8848
ref_01053,2.2497,1.7127,0.8538,0.1043,0.7889,0.2057,0.1534,0.8597
ref_01054,3.9,2.079,0.8774,0.0545,0.9121,0.2346,0.128,0.861
ref_01055,2.691,2.2127,0.9191,0.0897,0.8515,0.2551,0.0953,0.7736
ref_01056,3.3743,2.0924,0.8632,0.0789,0.909,0.3389,0.1829,0.8637
ref_01057,3.0742,1.8097,0.8968,0.1111,0.8849,0.2724,0.1733,0.8556
ref_01058,3.7105,3.2221,0.9639,0.081,0.8707,0.3565,0.2123,0.8687
ref_01059,3.4088,2.5497,0.8611,0.086,0.9086,0.2626,0.1162,0.9139
ref_01060,3.8088,2.4919,0.9093,0.0428,0.9068,0.2386,0.1795,0.957
ref_01061,3.8705,3.3333,0.9725,0.0404,0.9488,0.2271,0.1837,0.8875
ref_01062,2.8514,2.7329,0.9112,0.0857,0.851,0.4405,0.1884,0.8595
ref_01063,3.6166,2.7577,0.938,0.0498,0.9451,0.3066,0.213,0.883
ref_01064,3.8308,2.2247,0.9184,0.0636,0.9359,0.3515,0.1763,0.8522
ref_01065,4.0573,2.7056,0.8927,0.0929,0.9064,0.3205,0.2041,0.8935
ref_01066,3.2667,3.0358,0.9438,0.0524,0.8444,0.3123,0.1102,0.8696
ref_01067,4.1421,2.2095,0.9236,0.0908,0.9197,0.3008,0.1588,0.8118
ref_01068,3.6204,1.4743,0.8314,0.1015,0.8755,0.3041,0.182,0.8729
ref_01069,4.6577,2.1751,0.9508,0.023,0.9694,0.2652,0.1594,0.936
ref_01070,3.5391,2.4997,0.888,0.0948,0.9526,0.2409,0.1595,0.9141
ref_01071,3.6759,1.98,0.9278,0.0967,0.8552,0.263,0.206,0.9221
ref_01072,4.0663,2.6567,0.9305,0.0433,0.8883,0.3172,0.1789,0.8666
ref_01073,3.2674,3.2201,0.9535,0.0533,0.8874,0.2753,0.0989,0.8749
ref_01074,2.8561,1.8053,0.8884,0.1039,0.8555,0.2975,0.1715,0.852
ref_01075,4.3447,3.212,0.9389,0.0558,0.974,0.368,0.22,0.8858
ref_01076,3.835,2.2829,0.9187,0.0946,0.8865,0.3073,0.214,0.9143
ref_01077,3.4004,2.2736,0.8932,0.0885,0.9036,0.2009,0.1681,0.9224
ref_01078,3.6056,2.9753,0.9171,0.0472,0.9398,0.2054,0.1634,0.8157
ref_01079,4.2742,2.9832,0.9516,0.0617,0.928,0.3729,0.164,0.8582
ref_01080,4.6368,2.2886,0.919,0.0888,0.9487,0.3612,0.1788,0.851
ref_01081,3.4085,2.3199,0.8869,0.0648,0.8712,0.3139,0.167,0.8031
ref_01082,2.4546,2.5778,0.9608,0.0301,0.8339,0.2523,0.1516,0.8751
ref_01083,3.4125,2.8656,0.9555,0.0376,0.9363,0.3083,0.1397,0.7084
ref_01084,3.5871,2.6391,0.9188,0.0304,0.9493,0.2316,0.1286,0.8407
ref_01085,3.8547,1.7134,0.864,0.1074,0.8734,0.3569,0.1671,0.8629
ref_01086,4.0803,2.2647,0.9133,0.0647,0.9031,0.2889,0.207,0.8811
ref_01087,3.529,2.5032,0.9235,0.0807,0.9373,0.3025,0.1521,0.9015
ref_01088,3.4794,1.9586,0.9073,0.0588,0.9222,0.2926,0.1614,0.8756
ref_01089,4.8159,2.7682,0.9336,0.0304,0.9914,0.3197,0.2181,0.8937
ref_01090,-0.0881,5.8183,0.6769,0.4056,0.5343,0.2324,0.9286,0.576
ref_01091,1.257,5.4176,0.6727,0.3855,0.6888,0.3172,0.9359,0.6516
ref_01092,1.5404,5.3722,0.6113,0.4482,0.6204,0.237,0.9191,0.6078
ref_01093,1.8907,5.7063,0.7378,0.425,0.6682,0.2081,0.9056,0.5989
ref_01094,0.9982,5.985,0.7373,0.42,0.5939,0.3126,0.8927,0.5762
ref_01095,1.2478,5.6554,0.7547,0.4317,0.6201,0.2968,0.9534,0.6019
ref_01096,1.1497,5.5664,0.6364,0.4408,0.6195,0.3007,0.8992,0.6562
ref_01097,2.2487,5.5803,0.7304,0.4096,0.6892,0.1364,0.888,0.625
ref_01098,0.5198,6.4564,0.7331,0.3774,0.6029,0.2556,0.917,0.6329
ref_01099,1.4153,5.6063,0.7218,0.3686,0.6676,0.1585,0.9191,0.6755
ref_01100,1.5478,5.712,0.7304,0.4233,0.6948,0.1898,0.965,0.5744
ref_01101,1.4039,6.2727,0.735,0.4217,0.6041,0.2735,0.9402,0.5633
ref_01102,1.0674,6.2652,0.7216,0.3917,0.6629,0.2177,0.9412,0.5678
ref_01103,0.8102,5.686,0.7245,0.3962,0.6238,0.0436,0.8928,0.5834
ref_01104,2.1044,6.1576,0.6915,0.3936,0.6692,0.2392,0.921,0.5954
ref_01105,1.7729,5.8308,0.6688,0.4097,0.6436,0.2376,0.9392,0.5505
ref_01106,1.6397,5.0372,0.6733,0.4021,0.658,0.2968,0.9729,0.579
ref_01107,1.552,4.7751,0.6385,0.4217,0.6171,0.2084,0.943,0.5673
ref_01108,0.2299,5.9297,0.6959,0.4487,0.549,0.2785,1.0,0.5025
ref_01109,1.421,5.925,0.7393,0.3955,0.6432,0.289,0.9181,0.6557
ref_01110,0.9249,5.585,0.7441,0.4039,0.6472,0.218,0.8958,0.542
ref_01111,1.611,6.51,0.7458,0.4591,0.6281,0.2499,0.9613,0.5846
ref_01112,0.1511,5.6767,0.6887,0.4408,0.5619,0.2573,0.9396,0.5549
ref_01113,1.2507,6.0703,0.7298,0.4097,0.6881,0.2394,0.9261,0.6585
ref_01114,1.5229,5.986,0.7201,0.4104,0.6187,0.337,0.9508,0.5461
ref_01115,1.5518,5.6488,0.688,0.4521,0.6437,0.1542,0.9794,0.5619
ref_01116,1.707,6.0904,0.6975,0.4102,0.6751,0.3046,0.9464,0.6057
ref_01117,1.0349,5.2725,0.6215,0.4619,0.6102,0.1068,0.9561,0.4852
ref_01118,1.422,6.3586,0.7711,0.3737,0.7013,0.3402,0.8912,0.6378
ref_01119,0.5611,6.4103,0.7632,0.392,0.6127,0.2483,0.978,0.5838
ref_01120,2.062,5.96,0.6821,0.3805,0.6712,0.291,0.9152,0.53
ref_01121,0.9517,5.3716,0.6942,0.4154,0.5801,0.0273,0.9166,0.5098
ref_01122,0.9802,5.196,0.7099,0.4498,0.6448,0.255,0.9552,0.6035
ref_01123,1.5261,6.5119,0.7385,0.4228,0.6231,0.3224,0.8962,0.572
ref_01124,1.2262,5.7742,0.6843,0.4582,0.6191,0.2563,0.8772,0.4861
ref_01125,1.0807,5.4107,0.6694,0.4151,0.6058,0.2169,0.9088,0.6008
ref_01126,0.8148,6.4676,0.7463,0.4329,0.5723,0.2273,0.9566,0.6488
ref_01127,1.4564,5.7435,0.7092,0.3947,0.6417,0.2478,0.9191,0.6367
ref_01128,1.4702,5.9716,0.6869,0.4284,0.6118,0.2131,0.9507,0.6159
ref_01129,2.4623,6.272,0.7316,0.382,0.7471,0.3413,0.9439,0.5545
ref_01130,0.639,5.5562,0.7187,0.4161,0.6102,0.1743,0.9552,0.5355
ref_01131,2.0731,5.025,0.6863,0.3913,0.6805,0.2672,0.9607,0.498
ref_01132,1.1867,5.6628,0.7464,0.3779,0.6853,0.2067,0.9158,0.612
ref_01133,1.4954,6.3119,0.7028,0.4396,0.6623,0.2471,0.9554,0.5919
ref_01134,1.0321,5.4874,0.6693,0.3877,0.6457,0.245,0.9499,0.6339
ref_01135,0.9706,6.004,0.6781,0.402,0.6196,0.2931,0.9277,0.6068
ref_01136,1.0744,5.0368,0.6451,0.4464,0.6103,0.301,0.9167,0.5699
ref_01137,0.6847,5.1214,0.701,0.4329,0.5764,0.2817,0.957,0.5859
ref_01138,1.3417,5.3773,0.7135,0.4099,0.6708,0.2522,0.9557,0.5211
ref_01139,2.0968,5.6866,0.7529,0.4213,0.6835,0.3046,0.9542,0.6154
ref_01140,0.4014,5.6887,0.7227,0.4073,0.6037,0.2941,0.9507,0.573
ref_01141,1.4137,5.6313,0.6909,0.4255,0.5991,0.1773,0.9287,0.503
ref_01142,0.7781,5.5508,0.7523,0.4106,0.6043,0.2963,0.9291,0.5906
ref_01143,0.2694,5.8556,0.7118,0.4089,0.5954,0.2818,0.9574,0.567
ref_01144,1.1672,6.2122,0.7521,0.3978,0.6959,0.2194,0.9537,0.6174
ref_01145,1.5704,6.1153,0.7293,0.3987,0.6174,0.2705,0.9467,0.6378
ref_01146,1.3016,5.5277,0.7089,0.4178,0.6199,0.2599,0.9664,0.5975
ref_01147,0.8473,5.9336,0.7107,0.4106,0.6229,0.3785,0.9435,0.5524
ref_01148,0.7863,5.2047,0.6716,0.3903,0.6529,0.249,0.9034,0.5763
ref_01149,0.9063,5.8434,0.6941,0.4058,0.6492,0.3027,0.9671,0.5954
ref_01150,1.0255,6.3769,0.7252,0.4232,0.5803,0.2569,0.922,0.5597
ref_01151,0.6737,5.3985,0.6696,0.3909,0.627,0.1986,0.9658,0.4839
ref_01152,1.1165,5.241,0.6024,0.421,0.5925,0.2386,0.973,0.6063
ref_01153,0.5076,6.3442,0.7202,0.4244,0.5858,0.2082,0.9564,0.5722
ref_01154,1.7954,5.9822,0.6993,0.4213,0.6831,0.2086,0.9271,0.5915
ref_01155,1.4635,6.4659,0.7455,0.3505,0.6386,0.3235,0.9609,0.6426
ref_01156,1.0932,5.5497,0.7268,0.43,0.6516,0.1205,0.9082,0.6069
ref_01157,0.9801,4.7549,0.6367,0.4389,0.6275,0.2831,0.9632,0.6479
ref_01158,0.3927,5.4481,0.6907,0.4945,0.5784,0.2428,0.9337,0.5663
ref_01159,1.1435,5.7116,0.6543,0.4474,0.5617,0.0669,0.9406,0.5964
ref_01160,0.671,5.6508,0.6575,0.4429,0.6064,0.225,0.9438,0.5826
ref_01161,1.359,5.5419,0.7736,0.3479,0.663,0.2237,0.9471,0.5763
ref_01162,1.1602,6.0794,0.7087,0.4138,0.6401,0.1953,0.9397,0.5879
ref_01163,1.6829,5.2829,0.7245,0.3804,0.7028,0.1811,0.9301,0.6649
ref_01164,1.6786,4.9993,0.6783,0.4378,0.6796,0.2686,0.9726,0.5809
ref_01165,1.4402,5.0559,0.6698,0.4065,0.6399,0.2134,0.913,0.4674
ref_01166,0.3262,6.2259,0.7012,0.4422,0.5885,0.242,0.9414,0.5941
ref_01167,2.223,5.1583,0.6945,0.3632,0.6853,0.3087,0.9644,0.6493
ref_01168,1.1862,5.8293,0.7287,0.4391,0.6176,0.1796,0.9425,0.5298
ref_01169,0.9574,4.9666,0.6228,0.3919,0.5918,0.2399,0.9199,0.594
ref_01170,1.2349,6.0714,0.7128,0.4491,0.6311,0.2802,0.9464,0.6287
ref_01171,0.6839,5.7541,0.6994,0.428,0.5934,0.1058,0.898,0.5878
ref_01172,1.6694,5.6025,0.733,0.4239,0.6411,0.2727,0.9554,0.5371
ref_01173,0.1356,5.9032,0.7114,0.4185,0.5666,0.12,0.9252,0.6044
ref_01174,1.1689,5.5322,0.7236,0.3906,0.6946,0.2673,0.9166,0.668
ref_01175,1.8247,5.2646,0.6806,0.3679,0.6964,0.2123,0.9463,0.5878
ref_01176,1.3997,5.93,0.7175,0.3975,0.6163,0.2664,0.9254,0.6444
ref_01177,1.3397,5.6818,0.7071,0.4303,0.6396,0.289,0.9567,0.5747
ref_01178,1.3222,6.0136,0.7435,0.3523,0.6977,0.1553,0.9214,0.606
ref_01179,1.4537,6.288,0.7534,0.3826,0.7048,0.2549,0.9126,0.6626
ref_01180,1.0747,5.554,0.6878,0.4234,0.6109,0.3972,0.9368,0.5402
ref_01181,1.5158,6.4547,0.7581,0.3971,0.6427,0.0784,0.9381,0.5653
ref_01182,1.5435,6.4572,0.7548,0.3706,0.69,0.237,0.9575,0.5697
ref_01183,1.7111,4.9642,0.6696,0.4234,0.6474,0.2294,0.9354,0.6359
ref_01184,1.6137,5.5421,0.7504,0.4197,0.7074,0.37,0.9238,0.576
ref_01185,1.5031,6.1101,0.672,0.4033,0.637,0.2645,0.9739,0.5917
ref_01186,0.3308,5.9324,0.6477,0.4518,0.5946,0.2437,0.9295,0.6194
ref_01187,1.1347,5.5341,0.6597,0.4336,0.6072,0.1827,0.9453,0.5577
ref_01188,0.7853,5.6986,0.6644,0.4289,0.5982,0.239,0.9818,0.5755
ref_01189,0.362,5.1598,0.6426,0.4311,0.5871,0.0912,0.9024,0.5382
ref_01190,0.7325,6.0863,0.6829,0.4325,0.5876,0.3065,0.9512,0.6457
ref_01191,0.3968,6.3291,0.7194,0.4026,0.563,0.2201,0.9257,0.6678
ref_01192,0.9393,6.3837,0.739,0.4362,0.6034,0.2874,0.9217,0.5426
ref_01193,1.3163,5.0932,0.6712,0.411,0.6188,0.2889,0.9444,0.6191
ref_01194,0.6594,5.0869,0.6952,0.4672,0.611,0.1473,0.8697,0.5263
ref_01195,1.7943,5.0913,0.6671,0.3782,0.6731,0.2138,0.9468,0.6616
ref_01196,1.115,6.3325,0.7107,0.404,0.5754,0.2149,0.8991,0.6214
ref_01197,0.3225,5.3107,0.7316,0.4036,0.577,0.1146,0.9455,0.5981
ref_01198,0.8545,5.2993,0.702,0.4359,0.6124,0.2379,0.959,0.5673
ref_01199,1.5656,5.0999,0.5985,0.4022,0.6806,0.2275,0.9259,0.6009
