cell,cell_type,tex_state,species,modality,study
ref_01006,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01007,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01008,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01009,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01010,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01011,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01012,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01013,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01014,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01015,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01016,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_01017,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01018,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01019,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01020,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01021,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01022,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_01023,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01024,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01025,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01026,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01027,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01028,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01029,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01030,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01031,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01032,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01033,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01034,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01035,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01036,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01037,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01038,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01039,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01040,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01041,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01042,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01043,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01044,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01045,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01046,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01047,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01048,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01049,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01050,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01051,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01052,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_01053,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01054,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01055,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_01056,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01057,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01058,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01059,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01060,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01061,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01062,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01063,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01064,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01065,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01066,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01067,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01068,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01069,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01070,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01071,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01072,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01073,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01074,Tex-terminal,Tex-terminal,mouse,scRNA,B16_tumor_2022
ref_01075,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_01076,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01077,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01078,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_01079,Tex-terminal,Tex-terminal,mouse,scRNA,CART_relapse_2024
ref_01080,Tex-terminal,Tex-terminal,human,scRNA,HCC_human_2024
ref_01081,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01082,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01083,Tex-terminal,Tex-terminal,mouse,scRNA,LCMV_chronic_2023
ref_01084,Tex-terminal,Tex-terminal,human,scRNA,LCMV_chronic_2023
ref_01085,Tex-terminal,Tex-terminal,human,scRNA,Melanoma_ICB_2023
ref_01086,Tex-terminal,Tex-terminal,mouse,scRNA,Melanoma_ICB_2023
ref_01087,Tex-terminal,Tex-terminal,human,scRNA,CART_relapse_2024
ref_01088,Tex-terminal,Tex-terminal,human,scRNA,B16_tumor_2022
ref_01089,Tex-terminal,Tex-terminal,mouse,scRNA,HCC_human_2024
ref_01090,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01091,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01092,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01093,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01094,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01095,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01096,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01097,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01098,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01099,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01100,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01101,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01102,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01103,Tex-proliferating,Tex-proliferating,human,scRNA,Melanoma_ICB_2023
ref_01104,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01105,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01106,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01107,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01108,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01109,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01110,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01111,Tex-proliferating,Tex-proliferating,human,scRNA,Melanoma_ICB_2023
ref_01112,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01113,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01114,Tex-proliferating,Tex-proliferating,human,scRNA,CART_relapse_2024
ref_01115,Tex-proliferating,Tex-proliferating,human,scRNA,Melanoma_ICB_2023
ref_01116,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01117,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01118,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01119,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01120,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01121,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01122,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01123,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01124,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01125,Tex-proliferating,Tex-proliferating,human,scRNA,CART_relapse_2024
ref_01126,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01127,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01128,Tex-proliferating,Tex-proliferating,human,scRNA,Melanoma_ICB_2023
ref_01129,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01130,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01131,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01132,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01133,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01134,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01135,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01136,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01137,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01138,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01139,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01140,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01141,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01142,Tex-proliferating,Tex-proliferating,human,scRNA,CART_relapse_2024
ref_01143,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01144,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01145,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01146,Tex-proliferating,Tex-proliferating,human,scRNA,CART_relapse_2024
ref_01147,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01148,Tex-proliferating,Tex-proliferating,human,scRNA,CART_relapse_2024
ref_01149,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01150,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01151,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01152,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01153,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01154,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01155,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01156,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01157,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01158,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01159,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01160,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01161,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01162,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01163,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01164,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01165,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01166,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01167,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01168,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01169,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01170,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01171,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01172,Tex-proliferating,Tex-proliferating,human,scRNA,Melanoma_ICB_2023
ref_01173,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01174,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01175,Tex-proliferating,Tex-proliferating,human,scRNA,Melanoma_ICB_2023
ref_01176,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01177,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01178,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01179,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01180,Tex-proliferating,Tex-proliferating,human,scRNA,CART_relapse_2024
ref_01181,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01182,Tex-proliferating,Tex-proliferating,mouse,scRNA,B16_tumor_2022
ref_01183,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01184,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01185,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01186,Tex-proliferating,Tex-proliferating,human,scRNA,HCC_human_2024
ref_01187,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01188,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01189,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
ref_01190,Tex-proliferating,Tex-proliferating,mouse,scRNA,CART_relapse_2024
ref_01191,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01192,Tex-proliferating,Tex-proliferating,mouse,scRNA,HCC_human_2024
ref_01193,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01194,Tex-proliferating,Tex-proliferating,human,scRNA,Melanoma_ICB_2023
ref_01195,Tex-proliferating,Tex-proliferating,human,scRNA,LCMV_chronic_2023
ref_01196,Tex-proliferating,Tex-proliferating,human,scRNA,CART_relapse_2024
ref_01197,Tex-proliferating,Tex-proliferating,mouse,scRNA,Melanoma_ICB_2023
ref_01198,Tex-proliferating,Tex-proliferating,mouse,scRNA,LCMV_chronic_2023
ref_01199,Tex-proliferating,Tex-proliferating,human,scRNA,B16_tumor_2022
