cell,BACH2,BATF,BIRC5,CCR7,CD160,CDK1,CTLA4,CX3CR1,DNMT3A,EGR2,ENTPD1,GNLY,GZMB,GZMK,HAVCR2,IFNG,IKZF2,IL7R,KLRD1,KLRG1,LAG3,LEF1,MKI67,NKG7,NR4A1,NR4A2,NR4A3,PCNA,PDCD1,PRDM1,PRF1,SELL,SLAMF6,STMN1,TBX21,TCF7,TIGIT,TOP2A,TOX
ref_00909,3.6,3.321,3.321,2.934,5.686,3.6,2.934,3.817,3.321,5.902,6.407,3.6,6.213,3.817,6.436,3.321,6.265,3.321,2.934,3.817,6.331,3.6,3.6,3.6,5.409,3.321,6.421,2.934,6.73,6.08,6.248,3.817,3.321,3.321,3.6,2.934,5.995,2.934,6.73
ref_00910,3.13,2.48,3.13,3.13,5.797,3.13,3.521,3.13,3.13,6.006,6.472,3.13,5.922,3.13,6.032,3.13,5.861,3.13,3.13,2.48,6.521,3.521,3.801,3.13,6.346,3.13,6.245,3.13,6.201,6.108,5.829,3.521,3.13,3.13,3.521,3.521,6.628,3.13,6.346
ref_00911,3.812,3.532,3.141,3.141,5.808,3.141,3.141,3.141,3.141,5.626,5.961,3.532,6.466,3.141,6.19,3.812,5.499,3.812,3.532,3.812,6.483,3.812,3.532,3.532,6.043,3.532,6.069,3.532,6.667,6.119,6.337,3.532,3.532,2.49,3.141,3.812,6.394,3.532,6.483
ref_00912,3.574,3.574,3.574,3.854,5.745,3.574,3.854,3.182,3.574,5.586,6.696,3.182,6.112,3.574,6.255,3.574,5.915,3.574,3.182,3.182,6.186,3.574,3.574,3.854,5.883,3.574,6.186,3.182,6.542,5.447,6.399,3.574,3.182,3.574,3.182,3.182,5.708,2.53,6.696
ref_00913,4.001,3.502,3.782,3.502,6.013,3.502,3.502,3.112,3.502,5.986,5.959,3.502,6.159,3.502,6.928,3.502,6.345,3.502,3.502,3.782,6.136,3.782,3.112,3.782,5.872,3.112,6.013,3.112,6.651,5.672,5.672,3.112,3.112,3.782,3.112,3.112,6.113,3.782,6.623
ref_00914,3.357,2.698,3.357,3.357,6.241,3.357,3.357,3.751,3.357,5.723,6.673,2.698,5.927,3.751,5.809,3.357,5.405,3.357,3.751,3.357,6.48,3.357,2.698,3.357,5.628,2.698,5.809,3.357,6.319,5.809,5.927,3.357,3.357,3.751,2.698,3.751,6.065,3.357,6.368
ref_00915,3.416,3.695,3.416,3.416,6.136,3.695,3.416,3.416,3.416,6.293,6.275,3.027,5.655,3.416,6.603,3.027,6.07,3.416,3.416,3.027,6.444,3.027,3.416,3.695,5.507,3.695,6.115,3.027,6.762,6.198,6.444,3.416,3.027,3.695,3.695,3.027,5.897,3.416,6.642
ref_00916,3.183,3.183,3.575,3.183,6.321,3.183,3.183,3.183,3.183,5.226,6.381,3.183,6.211,3.183,6.361,2.531,6.087,3.575,3.575,3.183,6.3,3.575,3.575,3.575,6.163,3.183,5.747,2.531,6.321,6.361,6.278,3.575,2.531,3.575,3.183,2.531,6.42,3.183,6.51
ref_00917,3.01,3.399,3.399,3.896,5.853,3.678,3.678,3.678,3.678,5.853,6.379,3.678,6.662,3.399,6.472,3.01,5.362,3.399,3.399,3.678,6.8,3.399,3.399,3.399,5.958,3.01,6.238,3.399,6.572,5.528,5.766,3.399,3.01,3.678,3.678,3.01,6.053,3.01,6.311
ref_00918,3.143,3.534,3.143,3.814,5.81,3.143,3.143,3.534,3.534,5.667,6.415,3.534,6.433,3.143,6.534,3.534,5.776,3.534,3.534,3.534,6.339,3.143,3.143,3.143,6.146,3.143,6.169,3.534,6.627,5.964,6.146,3.534,3.534,3.534,3.534,3.143,6.072,3.534,6.597
ref_00919,3.508,3.508,3.789,3.118,5.75,3.118,3.789,3.118,3.118,5.428,5.909,3.118,6.442,3.118,6.6,3.118,5.561,3.508,2.468,3.508,6.643,3.118,3.508,3.789,6.166,3.508,6.071,3.789,6.253,6.253,5.937,3.508,3.118,3.508,3.118,3.508,6.75,3.118,6.685
ref_00920,3.402,2.742,3.402,3.402,5.936,3.796,3.402,3.402,3.402,6.01,6.527,3.402,5.936,3.402,6.665,3.402,5.569,3.402,2.742,2.742,6.737,3.402,3.402,3.402,5.674,3.796,6.143,3.402,5.973,6.232,6.079,2.742,3.796,3.402,3.402,3.402,6.548,2.742,5.856
ref_00921,3.346,3.346,3.74,3.346,5.987,3.346,3.346,3.74,2.688,6.116,6.333,2.688,5.617,3.74,6.333,2.688,5.756,3.74,2.688,2.688,5.987,3.346,2.688,3.346,5.566,2.688,5.952,3.346,6.283,6.308,6.116,2.688,3.346,3.346,3.346,3.346,6.333,3.346,6.283
ref_00922,2.985,3.652,2.985,3.373,5.611,3.652,3.373,3.373,3.373,5.709,6.231,3.373,6.446,3.373,6.352,2.985,5.956,3.652,3.373,2.985,6.623,3.652,2.985,3.373,6.249,2.985,6.302,3.373,6.518,6.431,5.769,2.985,3.373,2.985,2.985,2.985,6.113,3.652,6.635
ref_00923,3.333,3.333,3.333,3.333,5.698,3.333,3.333,3.333,3.333,5.865,5.865,2.675,5.742,3.333,6.612,3.333,5.652,3.333,2.675,3.333,6.269,3.727,3.333,3.727,6.007,2.675,5.865,3.333,6.594,6.132,5.826,2.675,3.727,2.675,3.333,3.333,5.826,3.333,6.189
ref_00924,3.033,3.033,3.033,3.033,5.957,3.422,3.422,3.033,3.422,5.849,6.403,3.702,5.849,3.422,6.734,3.702,6.143,3.422,3.033,3.422,6.583,3.422,3.422,3.422,6.143,3.033,6.205,3.033,6.185,5.982,6.435,3.422,3.422,3.702,3.422,3.422,6.318,3.033,6.451
ref_00925,3.053,3.053,3.053,3.722,6.226,3.941,3.722,3.443,3.443,6.164,5.898,3.443,6.205,3.443,6.644,3.053,5.716,3.053,3.053,3.941,6.265,3.053,3.722,3.053,6.164,3.722,5.78,3.053,6.302,5.682,6.098,3.443,3.443,3.443,3.722,3.053,6.576,3.722,6.644
ref_00926,3.784,3.504,3.504,3.504,5.989,3.114,3.784,4.003,3.114,5.674,6.596,3.504,6.366,3.504,6.328,3.784,6.139,3.504,3.114,3.504,6.091,3.504,3.114,3.114,6.471,3.504,5.933,3.114,6.289,5.961,6.309,3.784,3.504,3.114,3.784,3.504,6.384,3.784,6.115
ref_00927,2.694,3.353,2.694,2.694,6.34,3.747,2.694,3.353,3.747,5.923,6.06,3.353,6.364,3.747,6.237,2.694,5.624,3.353,3.353,2.694,5.805,3.353,3.353,3.353,6.432,3.747,6.432,3.747,6.557,6.387,6.06,3.747,3.747,3.353,3.353,3.353,5.719,3.353,6.41
ref_00928,3.733,3.454,3.454,3.064,5.963,3.454,3.454,3.454,3.064,5.585,6.154,3.733,6.039,3.454,6.217,3.064,5.546,3.733,3.733,3.064,6.385,3.064,3.733,3.454,6.175,3.733,6.132,3.454,6.402,6.514,6.467,3.733,3.064,3.064,3.454,3.454,6.368,3.733,6.332
ref_00929,3.116,3.116,3.506,3.116,5.517,3.787,3.506,3.116,3.787,5.378,6.141,3.787,6.538,3.506,6.271,3.506,5.814,3.506,3.506,3.506,6.186,3.506,3.506,3.506,6.093,3.506,5.814,3.116,6.748,6.093,5.935,3.506,3.506,3.787,3.506,3.787,6.093,3.506,6.456
ref_00930,3.267,3.267,3.267,3.267,5.87,3.267,3.267,2.611,3.267,5.796,6.468,3.659,6.487,3.267,6.506,3.659,5.583,3.659,3.267,3.267,6.321,3.267,3.267,3.659,6.148,3.659,5.757,2.611,6.428,6.092,6.174,3.659,3.659,3.267,3.267,3.267,5.87,3.267,6.321
ref_00931,3.084,3.475,3.084,3.754,5.715,2.436,3.754,3.084,3.475,5.874,6.457,3.084,6.238,3.084,5.985,3.084,5.844,3.475,3.084,3.754,6.608,3.084,3.475,3.084,6.335,3.084,5.813,3.475,6.258,5.931,6.258,3.084,3.084,3.084,3.084,3.084,6.084,3.475,6.298
ref_00932,3.043,3.043,3.043,3.432,6.363,3.432,3.043,3.043,3.432,5.738,6.507,3.043,6.477,3.432,6.087,3.712,5.25,3.043,3.432,3.432,6.671,3.432,3.432,3.712,5.8,3.432,6.087,3.043,6.802,6.254,6.215,3.432,3.043,3.432,3.043,3.043,5.859,3.043,6.215
ref_00933,3.787,3.116,3.116,3.506,5.935,3.506,3.116,3.116,3.116,6.311,6.186,3.506,6.422,3.116,6.655,3.116,5.935,3.116,3.116,3.116,6.164,3.506,3.506,3.506,6.117,3.116,6.186,3.787,5.963,6.043,6.186,3.116,3.506,3.506,3.787,3.116,6.522,3.506,6.538
ref_00934,3.189,3.189,3.189,3.58,5.953,3.189,3.189,3.58,3.189,5.789,6.462,3.58,6.217,3.189,6.515,3.189,6.039,3.189,3.189,3.189,6.498,3.58,3.189,2.536,6.284,3.58,6.169,3.58,6.566,5.635,5.548,3.58,3.58,3.189,3.189,3.189,6.144,3.189,6.689
ref_00935,3.699,3.42,3.42,3.03,5.787,3.03,3.03,3.42,3.699,5.624,6.658,3.03,6.448,3.03,6.222,3.03,5.874,3.699,3.42,3.42,6.494,3.03,3.42,3.03,6.222,3.42,6.26,3.699,6.646,6.297,6.182,3.42,3.03,3.42,3.699,3.42,6.074,3.42,5.757
ref_00936,3.702,3.702,3.033,3.422,6.077,3.033,3.422,3.033,3.422,5.849,6.583,3.702,6.387,3.702,6.596,3.422,5.849,3.422,3.422,3.422,6.555,3.422,3.92,3.92,5.661,3.422,6.143,3.033,6.583,6.121,5.661,3.702,3.422,3.92,3.702,3.422,5.877,3.422,6.526
ref_00937,3.714,3.714,3.32,3.32,5.539,3.32,3.714,2.663,2.663,6.058,6.399,2.663,6.399,3.32,6.119,3.32,6.176,3.32,3.714,3.32,6.33,3.714,3.32,3.32,5.729,3.32,6.256,3.32,5.925,6.256,6.176,2.663,3.32,3.32,2.663,3.714,6.256,3.32,6.119
ref_00938,3.244,3.244,3.636,3.917,6.176,3.636,3.244,3.636,3.244,5.846,6.746,3.636,6.124,3.244,6.501,3.636,5.288,3.244,3.244,3.244,6.01,3.244,3.244,3.244,6.424,3.244,5.915,3.244,6.124,5.772,6.424,3.244,3.244,3.636,3.244,3.636,6.04,3.636,5.692
ref_00939,3.229,3.229,3.229,3.229,6.108,3.229,3.621,2.574,3.229,5.717,6.557,3.621,5.994,3.229,6.701,3.229,5.59,3.621,3.229,3.229,6.504,3.229,3.621,3.229,6.258,3.229,5.865,3.229,6.108,6.485,6.235,2.574,3.621,3.229,3.621,3.621,6.211,3.229,6.211
ref_00940,3.097,3.097,3.488,3.097,5.887,3.768,3.488,3.488,3.097,5.827,6.098,3.097,6.403,3.488,6.311,3.097,6.049,3.097,3.488,3.097,6.167,3.097,3.488,3.488,5.916,3.097,6.144,3.488,6.403,5.916,5.887,3.097,3.097,3.488,3.097,3.488,6.311,3.488,6.454
ref_00941,3.152,3.543,3.543,3.823,5.819,3.152,2.5,3.543,3.543,6.201,6.51,3.543,6.223,3.823,6.772,3.543,5.819,3.543,3.152,3.543,5.914,3.543,3.543,3.543,6.13,3.543,6.13,3.152,6.245,6.328,6.387,3.543,3.543,3.152,3.152,3.543,6.368,3.543,5.637
ref_00942,3.588,3.805,3.588,3.309,6.423,3.309,2.922,3.805,3.309,6.004,6.544,2.922,6.652,3.588,6.201,2.922,5.865,2.922,3.309,3.588,6.409,3.588,3.588,3.588,5.703,3.588,6.334,3.588,6.365,5.51,5.865,3.588,3.588,3.588,2.922,3.309,6.38,3.309,6.026
ref_00943,3.528,3.528,3.808,3.528,6.251,3.528,3.528,3.528,3.528,5.77,6.635,3.137,6.39,3.528,6.677,3.137,5.622,2.486,3.808,3.528,5.898,3.528,3.528,3.808,6.23,3.137,5.898,3.528,6.478,6.293,5.735,3.528,3.528,3.808,3.808,3.808,6.065,3.808,6.333
ref_00944,3.627,3.234,3.627,3.627,6.217,2.58,3.234,3.234,3.234,5.64,6.241,3.234,6.692,3.234,5.905,3.234,5.938,3.234,3.234,3.234,6.613,3.627,3.627,3.234,5.8,3.627,5.683,3.234,6.473,6.287,6.58,3.234,3.234,3.234,3.234,3.627,6.415,3.234,5.836
ref_00945,3.341,3.735,3.735,3.341,6.08,3.341,3.341,3.341,3.341,5.91,6.197,3.341,6.015,3.735,6.707,3.341,6.015,3.735,3.341,2.683,6.505,3.341,3.735,3.735,6.048,3.735,5.66,3.341,6.602,5.834,6.375,3.341,3.735,3.341,3.735,3.341,6.225,3.341,6.602
ref_00946,3.459,3.459,3.459,3.07,5.915,3.459,3.07,3.459,3.07,5.33,6.535,3.07,6.52,3.459,6.505,3.739,5.7,3.07,3.07,3.459,6.441,3.07,3.739,3.739,6.301,3.07,5.887,3.459,6.045,5.733,5.552,3.459,3.07,3.07,3.07,3.07,6.408,2.422,6.607
ref_00947,3.12,3.511,3.12,3.511,6.315,3.12,3.511,3.511,3.12,5.995,6.022,3.12,6.022,3.12,6.478,3.511,5.643,3.12,3.791,3.12,6.752,3.511,3.12,3.12,6.097,3.511,6.022,2.47,6.097,5.94,6.426,3.12,3.791,3.12,3.12,3.511,6.354,3.791,6.255
ref_00948,3.401,3.68,3.401,3.012,6.295,3.68,3.401,3.012,3.401,6.077,5.882,3.401,6.381,3.012,6.489,3.401,6.099,3.401,3.68,3.012,6.24,3.012,3.012,3.401,5.568,3.012,6.277,3.401,6.413,6.221,6.121,3.68,3.68,3.012,3.401,3.401,5.604,3.012,6.381
ref_00949,3.234,2.58,3.627,3.234,5.549,3.234,3.627,3.234,3.908,6.287,5.762,3.627,6.492,3.234,6.395,3.234,5.596,3.627,3.627,3.234,6.192,3.234,3.627,3.234,6.287,3.234,6.264,3.908,5.969,6.059,6.434,3.234,3.234,3.234,3.627,2.58,6.167,3.234,6.0
ref_00950,2.754,3.415,3.809,3.415,6.124,2.754,3.415,3.415,3.415,5.687,6.767,3.415,6.092,3.415,6.156,3.809,5.949,3.415,2.754,3.415,6.187,3.809,2.754,2.754,6.403,3.809,6.217,3.809,6.403,6.246,5.736,3.415,3.415,3.415,3.809,3.415,6.379,3.415,5.827
ref_00951,3.601,3.209,3.601,3.209,6.166,3.209,3.601,3.209,3.209,6.166,6.348,3.209,6.501,3.209,6.283,3.601,5.845,3.882,3.601,3.601,5.974,3.209,3.209,3.601,5.697,3.209,5.974,3.601,6.724,5.845,6.283,3.882,3.209,3.882,3.601,3.209,6.032,3.882,6.665
ref_00952,3.064,3.454,3.064,3.064,5.963,3.064,3.064,3.733,3.454,5.505,6.467,3.454,6.706,3.064,6.132,3.454,6.039,3.454,3.733,3.064,6.693,3.454,3.064,3.064,6.295,3.454,5.963,3.064,6.435,6.086,6.086,3.454,3.064,3.064,3.064,3.454,6.175,3.733,6.237
ref_00953,3.618,3.226,3.226,3.226,5.674,3.226,3.618,3.618,3.226,6.208,6.232,3.618,6.386,3.618,6.365,3.226,5.961,3.226,3.226,3.618,6.464,3.899,3.618,3.226,5.896,3.618,6.571,3.226,6.078,5.961,6.232,3.618,3.899,3.226,3.618,3.618,5.992,3.618,6.406
ref_00954,3.615,3.337,3.337,3.615,5.639,3.337,2.949,3.337,3.337,6.193,6.521,2.949,6.229,3.337,6.48,3.337,5.788,2.949,2.949,3.615,6.315,3.833,3.615,3.615,6.281,3.615,5.893,3.337,6.692,6.054,6.229,3.337,2.949,3.337,2.949,3.615,5.842,3.833,6.193
ref_00955,2.637,3.687,3.294,3.294,5.701,3.294,3.294,3.687,3.687,5.511,6.061,3.294,6.435,3.294,6.278,3.687,5.657,3.294,2.637,3.687,6.589,3.294,3.294,3.294,6.393,3.294,5.999,3.294,6.414,5.785,5.457,3.294,2.637,3.687,3.294,3.294,6.456,3.294,6.202
ref_00956,3.108,3.498,3.498,3.108,6.283,3.498,3.498,3.498,3.498,5.927,6.085,3.108,6.302,3.498,6.302,3.108,5.668,3.498,3.498,3.108,6.513,3.778,3.498,3.778,5.898,3.108,6.221,3.108,6.59,5.898,6.396,3.108,3.108,3.108,3.498,3.778,5.868,3.108,5.982
ref_00957,2.97,3.638,3.638,3.359,5.839,3.638,3.638,3.638,3.638,5.811,6.489,3.359,6.159,2.97,6.077,3.359,5.839,3.359,3.638,3.856,6.726,3.359,3.359,3.359,6.475,3.638,5.839,3.359,6.557,5.891,6.446,3.638,2.97,3.856,3.359,2.97,6.234,3.359,6.851
ref_00958,3.227,3.62,3.62,2.573,5.589,3.227,3.227,3.227,3.227,5.589,6.387,3.62,6.387,3.62,6.606,3.227,6.107,3.227,3.62,3.62,6.346,3.62,3.227,3.227,6.484,3.62,6.257,3.227,6.367,6.08,6.107,3.227,3.227,2.573,3.227,3.227,5.993,2.573,6.159
ref_00959,3.173,3.565,3.845,3.565,6.268,3.565,3.565,3.173,3.565,6.153,6.331,3.173,5.773,3.565,6.55,3.173,5.66,3.565,3.173,3.173,5.841,3.845,3.565,3.565,5.841,2.521,5.906,3.173,6.673,5.966,6.331,2.521,3.173,3.173,3.565,3.173,6.371,3.565,6.351
ref_00960,3.54,3.54,3.149,3.149,6.439,3.149,3.54,3.54,3.54,5.748,6.152,3.54,6.439,3.149,6.744,3.821,5.97,3.54,3.54,2.498,5.849,3.54,3.149,3.54,5.97,3.149,6.078,3.149,6.704,6.243,5.783,3.149,3.149,3.54,3.54,3.149,6.346,2.498,5.748
ref_00961,2.749,3.409,3.804,2.749,5.943,3.409,3.409,3.409,3.804,5.395,6.373,2.749,6.181,3.409,6.181,3.409,5.821,3.409,2.749,2.749,6.119,2.749,3.409,3.804,5.981,2.749,5.682,3.409,6.017,6.24,6.295,3.409,2.749,3.409,2.749,2.749,6.119,2.749,6.635
ref_00962,3.216,3.608,3.608,3.608,5.95,3.608,3.608,3.216,3.608,6.245,6.221,3.216,6.068,3.216,6.095,3.216,6.245,3.608,3.608,3.608,6.626,3.608,3.608,3.216,6.245,3.216,5.53,3.216,6.773,6.147,5.431,3.216,3.216,3.216,3.216,3.608,6.068,3.889,5.781
ref_00963,3.731,3.062,3.062,3.731,6.235,3.452,3.062,3.452,3.452,6.012,6.293,3.452,6.061,3.062,6.833,3.452,6.215,3.731,3.731,3.062,6.293,3.731,3.062,3.062,6.012,3.452,6.293,3.452,6.194,6.312,5.656,3.452,3.062,3.062,3.452,3.062,5.82,3.452,6.465
ref_00964,3.341,3.735,2.683,2.683,5.982,3.341,3.735,3.341,3.341,5.793,5.793,3.341,6.14,3.341,6.169,2.683,5.91,3.341,3.341,3.341,6.351,3.341,3.341,3.341,6.015,3.735,6.584,3.735,6.303,5.506,6.327,3.341,3.341,3.735,3.341,3.341,6.111,3.341,5.873
ref_00965,3.541,3.541,3.541,3.541,5.792,3.263,3.263,3.541,3.541,6.079,6.404,2.876,5.978,3.758,6.711,3.541,5.935,3.541,3.263,3.263,6.286,2.876,3.263,3.263,6.059,3.263,6.238,3.541,6.888,6.332,5.388,2.876,3.263,3.263,3.541,3.541,6.059,3.541,5.842
ref_00966,3.752,2.699,3.752,2.699,6.158,3.358,3.358,3.752,2.699,5.274,6.393,2.699,5.851,3.752,6.345,3.752,5.678,3.752,3.358,3.752,6.066,2.699,3.358,3.358,6.098,3.358,6.215,3.358,6.481,5.407,5.724,2.699,3.358,3.358,3.358,2.699,6.393,3.358,6.32
ref_00967,3.304,2.647,3.304,3.304,6.072,3.697,3.304,3.304,3.304,5.468,6.403,3.304,6.545,3.304,5.754,3.304,5.621,3.304,3.304,3.304,5.977,3.304,3.697,3.304,6.213,3.697,6.041,2.647,6.545,5.754,5.977,3.304,2.647,3.304,3.304,3.304,6.072,2.647,6.403
ref_00968,3.636,3.244,3.636,3.244,6.124,3.244,3.636,3.244,2.589,5.692,6.464,3.244,6.297,3.244,6.52,3.244,6.04,3.636,3.244,3.244,6.424,3.244,3.244,2.589,6.01,3.244,6.01,3.244,6.404,5.156,6.069,3.244,3.244,3.636,2.589,3.636,5.692,3.244,6.341
ref_00969,3.567,3.567,3.175,3.175,6.353,3.175,3.175,3.567,3.175,5.278,6.079,3.175,6.313,3.175,6.353,3.175,5.908,3.175,3.567,3.567,6.155,2.523,3.175,3.567,6.053,3.175,5.81,3.175,6.895,5.908,6.203,3.175,3.567,3.567,3.175,3.175,5.701,3.175,6.053
ref_00970,3.328,3.328,3.328,3.328,6.457,3.824,3.607,2.94,3.328,6.306,6.525,3.328,6.22,2.94,6.576,2.94,5.598,3.328,3.328,3.607,6.306,3.607,3.824,3.328,6.107,3.607,6.202,3.328,6.002,6.066,6.202,3.607,3.328,3.607,3.607,3.824,5.779,3.607,6.184
ref_00971,3.404,2.743,3.404,2.743,5.389,3.798,2.743,3.404,2.743,5.937,5.898,2.743,6.439,2.743,6.416,3.404,5.937,2.743,3.404,2.743,6.175,3.404,3.404,3.404,6.113,3.404,6.175,3.404,6.462,6.316,5.771,3.404,2.743,2.743,3.404,3.798,5.625,2.743,5.857
ref_00972,3.257,2.602,3.649,2.602,6.023,3.257,3.649,2.602,3.257,6.023,6.333,3.257,5.86,2.602,6.653,3.257,5.928,3.257,3.649,3.257,6.138,3.257,3.649,3.257,5.895,3.257,5.473,3.649,6.62,5.961,6.19,3.257,3.257,3.257,3.257,3.257,6.24,3.649,6.215
ref_00973,3.427,3.427,3.427,3.038,6.34,3.038,3.707,3.427,3.427,5.666,6.036,3.707,5.962,3.707,6.587,3.707,5.795,3.038,3.038,3.038,6.375,3.427,3.038,3.427,6.502,3.038,6.286,3.427,6.641,6.286,6.036,3.038,3.427,3.707,3.038,3.427,6.126,3.707,6.012
ref_00974,3.595,3.595,3.203,3.595,6.232,3.876,3.203,3.203,3.595,5.839,6.299,3.595,6.208,3.203,5.997,3.595,5.364,2.55,3.876,3.595,6.108,3.595,3.203,3.203,5.768,3.595,6.402,3.203,6.864,6.055,6.362,3.203,3.203,3.203,3.203,3.595,5.968,3.203,6.733
ref_00975,3.459,3.07,3.459,3.07,5.733,3.07,3.459,3.459,3.459,6.02,5.766,3.07,6.425,3.07,6.301,3.459,5.995,3.07,3.07,3.07,5.942,3.07,3.07,3.459,6.045,3.459,6.181,3.739,6.761,6.181,6.02,3.459,3.07,2.422,3.07,2.422,6.115,3.07,6.425
ref_00976,3.526,3.526,3.136,3.136,6.161,3.526,3.136,3.136,3.807,5.733,6.574,3.526,6.064,3.526,6.064,2.485,5.697,3.136,3.807,3.136,5.984,3.136,3.136,3.136,6.25,3.526,6.407,3.526,6.038,6.389,6.138,3.136,3.136,2.485,3.136,3.526,6.648,3.526,6.648
ref_00977,2.658,3.315,2.658,2.658,5.92,3.708,3.315,3.315,2.658,6.142,6.021,2.658,6.021,3.708,6.142,3.708,5.724,2.658,2.658,3.708,6.538,3.315,2.658,3.315,6.021,3.708,6.3,3.708,6.594,5.884,6.415,3.315,3.315,3.315,3.708,3.315,6.021,3.315,6.498
ref_00978,3.716,3.716,3.046,3.046,6.045,3.436,3.716,2.4,3.436,5.4,6.314,3.046,6.314,3.046,6.367,3.436,6.135,3.436,3.436,3.436,6.332,3.716,3.436,3.436,6.135,3.436,6.314,3.436,6.526,5.945,6.258,3.046,3.436,3.436,3.436,3.716,6.198,3.436,5.834
ref_00979,3.46,3.46,3.071,3.071,6.203,3.071,3.46,2.423,3.46,6.283,6.339,3.46,6.283,3.46,6.662,3.071,5.97,3.46,3.46,3.46,6.182,3.46,3.071,3.46,5.916,3.071,6.021,3.46,6.264,6.283,5.734,3.071,3.071,3.46,3.46,3.071,6.506,3.46,6.738
ref_00980,3.04,3.429,3.429,3.429,6.251,3.429,3.709,3.429,3.709,6.171,5.766,3.04,5.856,3.429,6.741,3.429,5.856,3.429,3.04,3.429,6.15,3.04,3.429,3.429,6.061,3.04,6.106,3.04,6.799,5.597,5.964,3.04,3.429,3.429,3.709,3.04,6.212,3.429,6.342
ref_00981,3.884,3.603,3.211,3.211,6.006,3.603,3.603,3.211,3.211,5.776,5.976,3.211,5.572,3.884,6.449,3.211,5.847,3.211,3.211,3.884,6.117,3.603,3.211,3.603,6.09,3.211,6.168,3.211,6.43,6.329,6.467,3.211,3.603,3.603,3.603,3.211,6.063,3.211,6.668
ref_00982,3.315,3.708,3.315,3.315,5.724,3.315,3.315,3.708,2.658,5.633,5.884,3.708,5.633,3.315,6.25,3.315,6.25,3.315,3.315,2.658,5.807,2.658,3.315,3.315,6.348,3.708,5.884,3.708,6.324,5.633,6.276,3.315,3.315,3.315,3.315,2.658,6.393,3.315,6.498
ref_00983,3.416,3.695,3.027,3.027,6.363,3.695,3.695,3.695,3.416,5.87,6.0,3.695,6.616,3.913,6.256,3.416,5.813,3.416,3.027,3.416,5.975,3.913,3.913,3.695,6.363,3.695,6.413,3.416,6.218,5.62,6.198,3.416,3.913,3.416,3.416,3.416,6.534,3.416,6.704
ref_00984,3.63,3.351,3.63,2.963,6.466,3.351,2.963,3.847,3.351,5.399,6.672,3.351,6.423,3.351,6.75,3.63,6.17,3.351,3.63,2.963,5.98,3.63,3.63,2.963,6.09,3.63,6.329,3.351,6.466,6.11,6.131,2.963,3.351,2.963,3.351,3.63,5.552,3.63,6.345
ref_00985,3.035,3.424,3.704,3.035,6.079,3.035,3.424,3.424,3.704,5.879,6.469,3.424,6.528,3.424,6.771,3.035,5.628,3.035,3.035,3.035,6.283,3.704,3.035,3.704,5.628,3.424,5.73,3.035,6.611,6.405,6.543,3.704,3.035,3.424,3.424,3.424,6.421,3.424,6.102
ref_00986,3.649,3.649,3.369,3.369,5.765,2.981,3.649,2.981,3.866,6.17,6.067,3.369,6.486,3.369,6.457,3.369,5.332,2.981,3.369,3.649,6.348,3.369,2.981,3.369,5.927,3.649,6.281,3.369,6.396,6.568,6.045,3.369,3.649,3.369,3.369,2.981,6.619,3.649,6.68
ref_00987,3.557,3.557,3.166,3.166,6.12,2.514,3.166,2.514,3.166,5.611,6.679,3.557,6.215,3.557,6.707,3.557,6.043,3.837,3.557,2.514,6.145,3.166,3.837,3.557,6.145,3.166,5.569,3.166,6.558,5.429,5.728,3.166,3.166,3.166,3.166,3.557,6.363,3.166,5.866
ref_00988,2.608,2.608,3.657,3.264,6.248,3.264,3.264,3.657,2.608,5.867,6.446,3.264,5.754,3.264,6.34,3.264,5.793,3.264,3.264,3.264,6.628,3.264,3.264,3.264,5.754,3.264,5.969,3.264,6.644,6.145,5.58,3.657,3.264,3.264,3.657,2.608,6.172,3.264,6.425
ref_00989,3.657,3.875,3.657,2.989,5.713,3.875,3.875,3.657,3.378,5.774,6.494,3.657,6.357,3.657,6.522,3.657,5.506,3.875,3.657,2.989,6.389,3.378,3.378,3.875,5.774,3.657,6.289,2.989,6.42,5.615,6.536,3.657,3.378,3.378,3.378,3.378,5.96,3.378,6.589
ref_00990,3.498,3.778,3.108,3.778,5.668,3.498,3.498,3.498,3.498,6.155,5.898,3.498,6.575,3.498,6.789,3.108,5.773,3.498,3.778,3.498,6.009,3.778,3.498,3.498,5.868,3.108,6.155,3.108,7.024,5.868,6.221,3.498,3.778,3.498,3.498,3.498,5.955,3.108,6.378
ref_00991,3.311,3.705,3.311,2.654,5.985,3.311,3.311,3.705,3.705,6.246,6.221,3.311,5.762,3.705,6.939,3.311,5.916,2.654,3.311,3.311,5.88,3.311,3.311,3.705,5.916,3.311,6.221,3.311,6.194,6.344,5.951,3.705,3.705,3.311,3.311,3.311,6.11,3.705,6.049
ref_00992,3.296,3.296,3.296,3.296,5.343,3.689,3.296,3.296,3.296,6.064,5.66,3.296,5.864,3.296,6.537,3.296,5.787,3.296,3.689,2.639,6.374,2.639,3.296,3.296,6.094,3.296,5.704,3.296,6.829,5.704,5.66,3.689,3.689,3.689,3.296,3.296,6.417,3.296,5.66
ref_00993,3.109,3.499,3.109,3.109,6.036,3.499,3.109,3.499,3.109,5.419,5.838,3.109,6.222,3.109,6.925,3.109,6.323,3.109,3.109,3.499,6.53,3.499,3.499,3.499,6.179,3.109,6.414,3.109,6.133,5.705,6.361,3.779,3.109,3.109,3.779,3.109,5.928,3.109,6.482
